"Word","Part of speech","Affixation","Meaning","Example","English example","page"
"súbul","verb","","","","","262"
"súbul","adjective","","","","","262"
"subú’","noun","","","","","262"
"subú’","noun","","","","","262"
"súbli’","verb","","","","","262"
"subáy","noun","","","","ant, red ant.","262"
"subáng","noun","","","","oldest child.","262"
"subá’","noun","","","","","262"
"river.","adjective","","","","","262"
"sú’ay","verb","","","","","262"
"soríso","noun","/mag-,-un/; /-un/; /ma-…-an, -an/","sa usage. 235 /mag-,-un/ to dig up earth, to turn up earth with a hand tool. Nagsúk’ay akú sa ng batú. I dug out the stone. /mag-,-un/ to measure. measurement. /mag-,-un/ to vomit, to throw up. /-un/ to cast out, to drive away, to renounce. Ginsúbul sa ng Amerikáno ang “Vietcong”.","Ginsúbul sa ng Amerikáno ang “Vietcong”.","/ma-…-an, -an/ to become sa","262"
"soríso","deictic","","","",", to feel lonely.","262"
"súghaw","verb","","","","","263"
"súgbu","verb","","","","","263"
"súgba","verb","","","","","263"
"sugatá’","verb","","","","","263"
"súgat","verb","","","","","263"
"súgat","verb","","","","","263"
"sugál","noun","","","","","263"
"sugá’","noun","","","","","263"
"súd’an","noun","","","","","263"
"súd’an","verb","","","","","263"
"sukút","noun","","","","","263"
"sukúb","verb","","","","","263"
"sukúb","verb","","","","","263"
"súksuk","noun","","","","","263"
"súl’ub","verb","","","","","263"
"súki’","noun","/mag-,-un/","236 /mag-,-un/ to glean, to pick after a reaper. /mag-,-un/ to jump overboard, to dive into. Nagsúgbu ang táwu. The man dove. /mag-,-un/ to roast, to broil, to broil directly on top of live coal. /mag-,-un/ to encounter, to meet accidentally, to come from different directions. Nagsugatá’ si Nélson kag si António.","Nagsugatá’ si Nélson kag si António.","/mag-,-un/ to fetch people.","263"
"súhut","verb","","","","","264"
"súhut","verb","","","","","264"
"súhul","noun","","","","sa lary, pay.","264"
"súgyut","verb","","","","","264"
"súgyut","verb","","","","","264"
"sugút","noun","","","","","264"
"sugút","verb","","","","","264"
"súgud","noun","","","","","264"
"súgud","verb","","","","","264"
"súgu’","noun","","","","","264"
"súgu’","verb","","","","","264"
"súgpun","noun","","","","","264"
"súgpu","noun","","","","lobster.","264"
"súgpa’","verb","","","","","264"
"súgpa’","verb","","","","","264"
"sugilánun","noun","","","","","264"
"sugilánun","verb","","","","","264"
"súgid","noun","/mag-,-un/; /-un/; /mag-,-an/; /ka-…-anan/","237 /mag-,-un/ to creep through, to go under, to crawl through a narrow passage. Nagsúhut ang báta’ sa lamésa. The child went under the table. /mag-,-un/ to pay wages, to give sa lary to. /-un/ to urge on, to induce, to provoke. Ginsúgyut ni Rogelío si Dína. Rogelio provoked Dina.","Ginsúgyut ni Rogelío si Dína.","/ka-…-anan/ agreement, contract.","264"
"sulúd","idiom","","","","","265"
"súluk","noun","","","","corner.","265"
"sulú’","noun","","","","to rch.","265"
"súlu","adverb","","","","alone, solely.","265"
"súlit","verb","","","","","265"
"súlip","verb","","","sulí’vvn","","265"
"súlhay","adjective","","","","","265"
"súlda","verb","","","","","265"
"suláy","verb","","","","","265"
"suláy","verb","","","","","265"
"sulát","noun","","","","","265"
"sulábi","verb","","","","","265"
"súlab","noun","","","","","265"
"blade.","noun","/pa-/; /mag-,-un/; /mag-/; /ka-/","bribe. 238 come in, enter. /mag-,-un/ to test, to repeat, to do again. Ginsúlit ku ang síni. I sa w the movie again. /mag-,-un/ to pass under the house, to dive. /mag-,-un/ to turn upside down. Nagsulí’ ang báso. The glass overturned. /mag-/ to become easy, to live in comfort. Nagsúlhay ang íla pangabúhi’.","Nagsúlhay ang íla pangabúhi’.","/ka-/ comfort, ease.","265"
"súnlug","noun","","","","teasing, joke.","266"
"sundáyag","verb","","","","","266"
"súmpung","verb","","","","","266"
"súmpung","verb","","","","","266"
"súmpa’","noun","","","","","266"
"súm’ud","verb","","","","","266"
"súmbung","verb","","","","","266"
"súmbag","verb","","","","","266"
"súman","noun","","","","","266"
"súman","verb","","","","","266"
"súma","noun","","","","sum, addition.","266"
"sulusakayán","noun","","","","","266"
"súlung","verb","","","","","266"
"súlsul","verb","","","","","266"
"súlsul","verb","/mag-,-pa-…-un/; /mag-,-un/","239 /mag-,-pa-…-un/ to publish, to display, to explain. Ginpasundáyag sa peryódiko ang íla kasál. Their wedding was published in the newspaper. /mag-,-un/ to oppose, to resist, to fight, to have an argument with. Ginsúmpung ku ang ma’éstro. I opposed the teacher.","Ginsúmpung ku ang ma’éstro.","oath, sworn statement, vow.","266"
"súnggu’","verb","","","","","267"
"súnggu’","verb","","","","","267"
"súngka’","noun","","","","","267"
"súngka’","verb","","","","","267"
"súngay","noun","","","","","267"
"horn.","verb","","","","","267"
"súnug","noun","","","","","267"
"súnug","verb","","","","","267"
"sunúdsunúd","adverb","","","","one after another.","267"
"sunúdsunúd","noun","","","","","267"
"sunúdsunúd","verb","","","","","267"
"sunúd","adverb","","","","next.","267"
"sunú’","conjunction","","","","according to.","267"
"súntuk","verb","","","","","267"
"súnsun","adjective","","","","","267"
"súnsun","verb","/mag-, -un/","240 /mag-, -un/ to bump into, to crash against, to knock hard against something. Nagsúnggu’ ang ákun úlu sa lamésa. My head bumped against the table. /mag-, -un/ to appeal a case in the upper court. Nagsúngka’ si lá. They appealed (their case). Filipino game of stones, appeal.","Nagsúngka’ si lá.","/mag-, -un/ to set fire to, to burn, to raze.","267"
"sús","verb","","","","","268"
"súrsi","noun","","","","","268"
"supút","verb","","","","","268"
"súput","noun","","","","","268"
"supúg","adjective","","","","","268"
"supúk","verb","","","","","268"
"súpsup","verb","","","","","268"
"supládu","adjective","","","","","268"
"superbisór","noun","","","","supervisor.","268"
"súpas","noun","","","","soup.","268"
"súngu","noun","","","","","268"
"súngu","verb","","","","","268"
"súngsung","noun","","","","stopper, cork.","268"
"súnggud","verb","","","","241","268"
"súnggud","interjection","/mag-, -un/; /ma-/","oh, my goodness, wow. /mag-, -un/ to darn, to patch. darning, patch. /mag-, -un/ to gather or collect in small amounts, to be against someone smaller in si ze. Nagsupút si lá magkolékta sa ng maskín tagdyés. They collected even ten centavo coins. paper sa ck or bag.","paper sa ck or bag.","/mag-, -un/ to contradict, to oppose, to fight","268"
"syénsya","noun","","","","science.","269"
"syén","numeral","","","","hundred.","269"
"syémpre","idiom","","","","","269"
"syápa","noun","","","","badge.","269"
"syá","pronoun","","","","","269"
"syá","adjective","/ma-/","","","lucky.","269"
"swérte","noun","","","","","269"
"luck, fate.","verb","","","","","269"
"swéldo","noun","","","","","269"
"swélas","noun","","","","of shoes, sole.","269"
"súyup","verb","","","","","269"
"sútsut","verb","","","","","269"
"sutíl","adjective","","","","","269"
"sutíl","verb","","","","","269"
"súsu","noun","","","","","269"
"susténto","noun","","","","","269"
"suspendér","verb","","","","","269"
"súsi’","verb","","","","242 of course, certainly, yes.","269"
"he, she, it (third person si ngular nominal","pronoun","/mag-, -un/; /mag-, -an/; /mag-/","). /mag-, -un/ to pay wages, to receive a sa lary. sa lary, pay, wage. /mag-, -un/ to absorb, to suck in, to breathe in. /mag-, -an/ to prod from below with a very little force, to make a hissing sound to call attention. Ginsutsután ku si Ernésto. I hissed at Ernesto. naughty, mischievous. /mag-/ to nurse from the breast or bottle.","Ginsutsután ku si Ernésto.","sustenance, maintenance.","269"
"syudád","noun","","","syéte syérto 243","","270"
"city, metropolis.","numeral","","","","seven.","270"
"city, metropolis.","adverb","","","","certainly, surely.","270"
"tablétas","noun","","","","","271"
"tabís","noun","","","","","271"
"tabínas","noun","","","","","271"
"tabíd","verb","","","","","271"
"tábas","verb","","","","","271"
"táb’ang","adjective","","","","","271"
"táb’ang","verb","","","","","271"
"tábang","noun","","","","","271"
"tában","noun","","","","","271"
"tában","verb","","","","","271"
"tabáku’","noun","","","","","271"
"tába’","verb","","","","","271"
"tába’","verb","","","","","271"
"tá’as","adjective","","","","","271"
"ta","pronoun","/mag-, -un/; /ma-/; /mag-, -an/","244 medicine tablet, pill. penalty, fine. embarrassment. /mag-, -un/ to link to gether with a rope or string, to attach to. /mag-, -un/ to sew, to cut cloth. Gintábas ku ang báyu’. I sewed the dress. /ma-/ tasteless, of liquid consistency, light, mild.","Gintábas ku ang báyu’.","help, aid, succor.","271"
"tákdung","verb","","","","","272"
"tákdung","verb","","","","","272"
"tákas","noun","","","","","272"
"tákam","verb","","","","","272"
"tak’an","verb","","","","","272"
"tak’an","verb","","","","","272"
"tabún","noun","","","","cover.","272"
"tábug","verb","","","","","272"
"tabúk","verb","","","","","272"
"tábu’","verb","","","","","272"
"tábu’","verb","","","","","272"
"tabú’","noun","/mag-, -un/; /mag-/","245 /mag-, -un/ to cover the head. Nagtákdung akú sa ng peryódiko kay ma’ulán.","Nagtákdung akú sa ng peryódiko kay ma’ulán.","/mag-/ to disembark, to go ashore, to go out of the water.","272"
"tádyaw","noun","","","","","273"
"tádtad","verb","","","","","273"
"tádtad","verb","","","","","273"
"tádlung","adjective","","","","","273"
"takús","noun","","","","","273"
"takús","verb","","","","","273"
"takúp","noun","","","","","273"
"takúd","verb","","","","","273"
"táktak","verb","","","","","273"
"tákna’","noun","","","","","273"
"táklus","verb","","","","","273"
"táklung","noun","","","","snail.","273"
"táklas","verb","","","","","273"
"táklap","verb","","","","","273"
"táklad","verb","/mag-, -un/","246 native clay jar designed to hold water. /mag-, -un/ to chop, to mutilate. Gintádtad ku ang kárne. I chopped the meat. /mag-, -un/ to straighten. straight. fit, measure, dimension. /mag-, -un/ to cover, to put a cover on.","Gintádtad ku ang kárne.","/mag-, -un/ to put on, to connect, as of electric wire, to install.","273"
"tághul","noun","","","","","274"
"tágbang","verb","","","","","274"
"tágbang","idiom","","","","","274"
"tagbaláy","noun","","","","","274"
"tágay","verb","","","","","274"
"tagasák","verb","","","","","274"
"tagasák","noun","","","","","274"
"tagám","verb","","","","","274"
"Tagálog","noun","","","","","274"
"tagá di’ín","adverb","","","","from where.","274"
"tagá","verb","","","","","274"
"tag","particle","","","","","274"
"táhaw","verb","","","","","275"
"tahál","verb","","","","","275"
"tagúm","adjective","","","","blue.","275"
"tagudíli’","verb","","","","","275"
"tagúb","noun","","","","","275"
"tágu’","verb","","","","","275"
"tágtag","verb","","","","","275"
"tágsing","adjective","","","","","275"
"tágsatágsa","noun","","","","","275"
"tágsa","verb","","","","","275"
"tágring","noun","","","","","275"
"tagpilá","adverb","","","","how much.","275"
"tagpilá","verb","","","","","275"
"tágna’","noun","","","","","275"
"tag’íya","noun","","","","","275"
"tagíptip","noun","","","","mildew.","275"
"tághuy","verb","/mag-/","","","248 /mag-/ to become mild, to lose alcohol content, to be flat.","275"
"everyone, each one, one by one.","adverb","/mag-/; /mag-, -un/","each, each one, per person. /mag-/ to ring, to resound. Nagtágring ang telépono. The telephone rang. resonance, ringing sound as of a telephone. /mag-, -un/ to for etell, to predict, to guess. guess, prediction, prophecy, for ecast. owner, possessor.","/mag-/ to wail, to si gh.","T","275"
"talíthi’","noun","","","","","276"
"talimbabága","noun","","","","","276"
"talikúd","verb","","","","","276"
"tálaw","adjective","","","","","276"
"tálaw","verb","","","","","276"
"talástas","noun","","","","","276"
"tál’as","verb","","","","","276"
"tálang","verb","","","","","276"
"talámnan","noun","","","talá’id","","276"
"talágsa","noun","","","","","276"
"tahúm","adjective","","","","","276"
"tahúm","verb","","","","","276"
"táhud","noun","","","","","276"
"táhud","verb","","","","","276"
"tahí’","noun","/mag-, -an/; /ma-/; /magpa-, -pa-…-un/","249 drizzle, shower. centipede. /mag-, -an/ to turn one’s back upon, to abandon, to desert. Nagtalikúd si Élsa sa ámun. Elsa turned her back on us. /ma-/ chicken-hearted, coward. /magpa-, -pa-…-un/ to know, to understand, to proclaim.","Ginpatalástas sa ng Mayór nga walá’ sa ng magbalígya’ sa ng serbeśa sa Domínggo.","The Mayor proclaimed that no beer can be served","276"
"field, garden.","adverb","","","","evenly distributed, evenly done.","276"
"field, garden.","adverb","/ka-/; /ma-/; /mag-, -un/","rarely, scarcely, seldom. /ka-/ beauty, effulgence. /ma-/ beautiful, pretty. /mag-, -un/ to show respect or courtesy. respect, honor, courtesy. /mag-, -un/ to sew.","","sewing, stitch.","276"
"támbi","verb","","","","","277"
"tambalihán","noun","","","","","277"
"tambalihán","verb","","","","","277"
"támbal","noun","","","","","277"
"tamáy","verb","","","","","277"
"tamáwu","noun","","","","","277"
"tamád","adjective","","","","","277"
"tamád","verb","","","táma’","","277"
"talyér","noun","","","","","277"
"tál’us","verb","","","","","277"
"talúng","noun","","","","","277"
"talúng","noun","","","","","277"
"talúm","adjective","","","","","277"
"talúdtud","noun","","","","ridge.","277"
"táltal","verb","","","","","277"
"talíwan","verb","/mag-, -un/; /manug-/; /-un/; /ma-/; /mag-/","250 of sewing, to sew a small piece to a bigger piece of cloth, to have enough material. chameleon. /mag-, -un/ to cure, to remedy. medicine, cure, remedy; /manug-/ doctor, quack doctor. /-un/ to despise, to contempt. dwarf, elf. /ma-/ idle, lazy, indolent.","","/mag-/ to be correct, to fit into, to adjust","277"
"cover fitted the bottle.","adverb","/mag-, -an/; /ka-/; /ma-/; /mag-, -un/","correct, well, extremely, excessively. repair shop for cars. /mag-, -an/ to take another’s place, to substitute for someone. eggplant. /ka-/ sharpness. /ma-/ sharp as of knives and blades. /mag-, -un/ to loosen especially with a jackscrew or a hammer. Gintáltal nilá ang kudál.","Gintáltal nilá ang kudál.","/mag-, -an/ to bypass, to catch up and then leave behind, to overtake.","277"
"támpis","noun","","","","","278"
"támpi","verb","","","","","278"
"támpi","adjective","","","","","278"
"tampálas","verb","","","","","278"
"tampálas","verb","","","","","278"
"támpad","adjective","","","","","278"
"támpad","verb","","","","","278"
